Mon Jul 28 16:31:13 2025    timing.txt

         217305285 function calls (215635255 primitive calls) in 129.647 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _kerberos.py:777(KrbAsReq)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:3197(AddMembershipMultipleGroupsResponseGroupsItem)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:3939(DeleteFromAllGroupsResponseGroupsItem)
        1    0.000    0.000    0.000    0.000 usage_metering_v4.py:129(MeasureAndQuantity)
        1    0.000    0.000    0.000    0.000 usage_reports_v4.py:4583(SubscriptionTermCredits)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 core_schema.py:885(bytes_schema)
        2    0.000    0.000    0.000    0.000 facts.py:305(rules_beta)
        1    0.000    0.000    0.000    0.000 expr.py:4103(ExprBuilder)
        1    0.000    0.000    0.000    0.000 numbers.py:3989(Catalan)
        1    0.000    0.000    0.000    0.000 relational.py:542(Equality)
        1    0.000    0.000    0.000    0.000 numbers.py:761(harmonic)
        1    0.000    0.000    0.000    0.000 bessel.py:282(bessely)
        1    0.000    0.000    0.000    0.000 hyper.py:866(HyperRep_power1)
        1    0.000    0.000    0.000    0.000 galois_resolvents.py:47(Resolvent)
        1    0.000    0.000    0.000    0.000 special.py:10(ZeroMatrix)
        1    0.000    0.000    0.000    0.000 tensor.py:4198(TensorElement)
        1    0.000    0.000    0.000    0.000 connection.py:364(Connection)
        1    0.000    0.000    0.000    0.000 alignments.py:90(AlignLeft)
        1    0.000    0.000    0.000    0.000 fast_gradient.py:34(FastCNOTUnitObjective)
        1    0.000    0.000    0.000    0.000 plugin.py:210(PassManagerStagePluginManager)
        1    0.000    0.000    0.000    0.000 enterprise_billing_units_v1.py:561(BillingUnit)
        1    0.000    0.000    0.000    0.000 colors.py:2015(SegmentedBivarColormap)
        1    0.000    0.000    0.000    0.000 bezier.py:189(BezierSegment)
        1    0.000    0.000    0.000    0.000 spines.py:549(from_dict)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
       10    0.000    0.000    0.000    0.000 _linalg.py:2620(_norm_dispatcher)
        9    0.000    0.000    0.000    0.000 numbers.py:1006(_eval_is_zero)
       14    0.000    0.000    0.000    0.000 logic.py:151(fuzzy_not)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
       16    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 quantumcircuit.py:6652(_OuterCircuitScopeInterface)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 builder.py:191(InstructionPlaceholder)
        1    0.000    0.000    0.000    0.000 calendar.py:194(Calendar)
        1    0.000    0.000    0.000    0.000 polynomial_pauli_rotations.py:134(PolynomialPauliRotations)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 two_qubit_decompose.py:438(TwoQubitBasisDecomposer)
        5    0.000    0.000    0.000    0.000 remove_final_measurements.py:51(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_sampler_v2.py:81(BackendSamplerV2)
        1    0.000    0.000    0.000    0.000 _abnf.py:412(continuous_frame)
        1    0.000    0.000    0.000    0.000 connectionpool.py:67(ConnectionPool)
        4    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 x25519.py:14(X25519PublicKey)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(FeatureMissingError)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:1813(Callbacks)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:7438(AccessGroupMembersPager)
        1    0.000    0.000    0.000    0.000 user_management_v1.py:1113(UserSettings)
        1    0.000    0.000    0.000    0.000 usage_reports_v4.py:4499(SubscriptionTerm)
        1    0.000    0.000    0.000    0.000 json.py:237(RuntimeEncoder)
        1    0.000    0.000    0.000    0.000 core.py:6919(_extrema_operation)
        1    0.000    0.000    0.000    0.000 functional_validators.py:87(BeforeValidator)
        1    0.000    0.000    0.000    0.000 double_slice_span.py:27(DoubleSliceSpan)
        1    0.000    0.000    0.000    0.000 trainable_kernel.py:27(TrainableKernel)
        2    0.000    0.000    0.000    0.000 rcsetup.py:555(validate_bbox)
        1    0.000    0.000    0.000    0.000 text.py:1458(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1277(TextBox)
        1    0.000    0.000    0.000    0.000 boolalg.py:201(BooleanAtom)
        1    0.000    0.000    0.000    0.000 mod.py:11(Mod)
        1    0.000    0.000    0.000    0.000 modules.py:698(PowerBasis)
        2    0.000    0.000    0.000    0.000 instruction_schedule_map.py:89(instructions)
       10    0.000    0.000    0.000    0.000 pulse_instruction.py:686(<genexpr>)
       25    0.000    0.000    0.000    0.000 polyoptions.py:193(<genexpr>)
       12    0.000    0.000    0.000    0.000 qpd_gate.py:62(_set_basis)
       12    0.000    0.000    0.000    0.000 patches.py:1658(get_path)
        6    0.000    0.000    0.000    0.000 __init__.py:2280(createLock)
        1    0.000    0.000    0.000    0.000 named.py:20(NamedExtensionManager)
        1    0.000    0.000    0.000    0.000 validate_bounds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 handlers.py:1025(SMTPHandler)
        1    0.000    0.000    0.000    0.000 modes.py:18(Mode)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:4487(ApprovalResult)
        1    0.000    0.000    0.000    0.000 _trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 polar.py:157(PolarAffine)
        1    0.000    0.000    0.000    0.000 singleton.py:89(__init__)
        1    0.000    0.000    0.000    0.000 assume.py:80(AppliedPredicate)
        1    0.000    0.000    0.000    0.000 numbers.py:1183(catalan)
        1    0.000    0.000    0.000    0.000 matrixbase.py:5396(DeferredVector)
        1    0.000    0.000    0.000    0.000 ast.py:404(AssignmentBase)
       12    0.000    0.000    0.000    0.000 __init__.py:1982(close)
        1    0.000    0.000    0.000    0.000 _abc.py:55(ParserBase)
        7    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        5    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 __init__.py:1337(Manager)
        1    0.000    0.000    0.000    0.000 subprocess.py:106(_del_safe)
        1    0.000    0.000    0.000    0.000 predicates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calibration_entries.py:113(ScheduleDef)
        1    0.000    0.000    0.000    0.000 isometry.py:41(Isometry)
        1    0.000    0.000    0.000    0.000 solovay_kitaev.py:24(SolovayKitaevDecomposition)
        1    0.000    0.000    0.000    0.000 phase_oracle.py:28(PhaseOracle)
        1    0.000    0.000    0.000    0.000 base_sampler.py:36(BaseSamplerV1)
       16    0.000    0.000    0.000    0.000 message.py:642(get_default_type)
        2    0.000    0.000    0.000    0.000 pulse_defaults.py:83(from_dict)
        1    0.000    0.000    0.000    0.000 base.py:351(CertificateBuilder)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:8262(OperatorDeployResult)
        1    0.000    0.000    0.000    0.000 enterprise_management_v1.py:2248(EnterprisesPager)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:4670(UIMetaMedia)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:4911(Visibility)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:5003(ListGroupMembersResponseMember)
        1    0.000    0.000    0.000    0.000 ibm_cloud_shell_v1.py:361(Feature)
        1    0.000    0.000    0.000    0.000 iam_policy_management_v1.py:5852(ResourceTag)
        1    0.000    0.000    0.000    0.000 exporter.py:127(Exporter)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:250(iTXt)
        1    0.000    0.000    0.000    0.000 __init__.py:393(LatexContextDb)
        4    0.000    0.000    0.000    0.000 generate.py:67(<genexpr>)
        7    0.000    0.000    0.000    0.000 memoization.py:4(recurrence_memo)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:15(Ynm)
        1    0.000    0.000    0.000    0.000 indexed.py:580(Idx)
        1    0.000    0.000    0.000    0.000 ast.py:1751(FunctionPrototype)
        1    0.000    0.000    0.000    0.000 decorator.py:75(__init__)
       20    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
       12    0.000    0.000    0.000    0.000 symbol.py:770(literal)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 __init__.py:1342(__init__)
        1    0.000    0.000    0.000    0.000 queues.py:357(SimpleQueue)
        1    0.000    0.000    0.000    0.000 configparser.py:1259(SectionProxy)
        1    0.000    0.000    0.000    0.000 u.py:30(UGate)
        4    0.000    0.000    0.000    0.000 _pyio.py:1601(__del__)
        1    0.000    0.000    0.000    0.000 primitive_job.py:25(PrimitiveJob)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        1    0.000    0.000    0.000    0.000 _kerberos.py:823(KrbAsRep)
        1    0.000    0.000    0.000    0.000 case_management_v1.py:1381(Offering)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:6711(MediaItem)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:8584(PublishObject)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:3466(Overview)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:5834(MembersActionControls)
        1    0.000    0.000    0.000    0.000 open_service_broker_v1.py:824(Resp2079872Root)
        1    0.000    0.000    0.000    0.000 usage_reports_v4.py:1749(InstancesUsageFirst)
        1    0.000    0.000    0.000    0.000 _docscrape.py:25(Reader)
        1    0.000    0.000    0.000    0.000 _data.py:168(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 noise_learner_result_decoder.py:21(NoiseLearnerResultDecoder)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3267(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:540(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 dates.py:1724(DateConverter)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:147(__nonzero__)
        1    0.000    0.000    0.000    0.000 numbers.py:4052(ImaginaryUnit)
        1    0.000    0.000    0.000    0.000 add.py:645(<lambda>)
        1    0.000    0.000    0.000    0.000 numbers.py:1329(genocchi)
        1    0.000    0.000    0.000    0.000 factorials.py:503(RisingFactorial)
        1    0.000    0.000    0.000    0.000 ast.py:593(CodeBlock)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:831(values)
        1    0.000    0.000    0.000    0.000 save_data.py:21(SaveData)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:8999(State)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:1204(Artifact)
        1    0.000    0.000    0.000    0.000 resource_manager_v2.py:910(ResourceQuota)
        1    0.000    0.000    0.000    0.000 runner.py:30(TextTestResult)
        1    0.000    0.000    0.000    0.000 font_manager.py:309(FontEntry)
        1    0.000    0.000    0.000    0.000 widgets.py:595(RangeSlider)
       10    0.000    0.000    0.000    0.000 timeutils.py:54(decorator)
        1    0.000    0.000    0.000    0.000 modules.py:1647(PowerBasisElement)
        1    0.000    0.000    0.000    0.000 single.py:2100(NthLinearConstantCoeffHomogeneous)
        1    0.000    0.000    0.000    0.000 textplot.py:1(<module>)
        4    0.000    0.000    0.000    0.000 mixins.py:53(_unary_method)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 if_else.py:316(IfContext)
        1    0.000    0.000    0.000    0.000 for_loop.py:28(ForLoopOp)
        2    0.000    0.000    0.000    0.000 u.py:186(__init__)
        4    0.000    0.000    0.000    0.000 backendproperties.py:288(__eq__)
        1    0.000    0.000    0.000    0.000 mcg_up_to_diagonal.py:33(MCGupDiag)
        1    0.000    0.000    0.000    0.000 unitary.py:39(UnitaryGate)
        1    0.000    0.000    0.000    0.000 permutation_lnn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reschedule.py:27(ConstrainedReschedule)
        3    0.000    0.000    0.000    0.000 _add_docstring.py:11(add_newdoc)
        1    0.000    0.000    0.000    0.000 backendconfiguration.py:123(AerBackendConfiguration)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 extensions.py:287(SubjectKeyIdentifier)
        1    0.000    0.000    0.000    0.000 ec.py:40(EllipticCurve)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:2997(Message)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:8681(Rating)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:2543(AccessGroupRequest)
        1    0.000    0.000    0.000    0.000 iam_policy_management_v1.py:6365(SubjectAttribute)
        1    0.000    0.000    0.000    0.000 ibm_cloud_shell_v1.py:422(RegionSetting)
        1    0.000    0.000    0.000    0.000 resource_controller_v2.py:4486(ResourceAliasesForInstancePager)
        1    0.000    0.000    0.000    0.000 resource_manager_v2.py:611(ResCreateResourceGroup)
        1    0.000    0.000    0.000    0.000 usage_reports_v4.py:4674(SupportSummary)
        1    0.000    0.000    0.000    0.000 cbook.py:35(_ExceptionInfo)
        1    0.000    0.000    0.000    0.000 ticker.py:1537(PercentFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:2171(BlendedGenericTransform)
        2    0.000    0.000    0.000    0.000 transforms.py:1009(minposx)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
        1    0.000    0.000    0.000    0.000 patches.py:3217(_Base)
        1    0.000    0.000    0.000    0.000 widgets.py:28(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:66(Widget)
        4    0.000    0.000    0.000    0.000 axis.py:757(get_scale)
        1    0.000    0.000    0.000    0.000 offsetbox.py:675(TextArea)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        2    0.000    0.000    0.000    0.000 expr.py:971(_eval_conjugate)
        1    0.000    0.000    0.000    0.000 integers.py:96(floor)
        1    0.000    0.000    0.000    0.000 error_functions.py:656(erf2)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:34(gamma)
        1    0.000    0.000    0.000    0.000 hyper.py:918(HyperRep_log1)
        1    0.000    0.000    0.000    0.000 beta_functions.py:20(beta)
        1    0.000    0.000    0.000    0.000 polynomials.py:443(chebyshevt)
        1    0.000    0.000    0.000    0.000 formal.py:1498(FiniteFormalPowerSeries)
        1    0.000    0.000    0.000    0.000 laplace.py:1265(LaplaceTransform)
        1    0.000    0.000    0.000    0.000 point.py:860(Point2D)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        4    0.000    0.000    0.000    0.000 _base.py:337(_invoke_callbacks)
        7    0.000    0.000    0.000    0.000 getlimits.py:159(_register_type)
        1    0.000    0.000    0.000    0.000 parametervector.py:20(ParameterVectorElement)
        2    0.000    0.000    0.000    0.000 x.py:152(__eq__)
        1    0.000    0.000    0.000    0.000 linear_matrix_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:6627(License)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:2769(AccountSettings)
        1    0.000    0.000    0.000    0.000 global_tagging_v1.py:1319(Tag)
        1    0.000    0.000    0.000    0.000 usage_reports_v4.py:4983(GetResourceUsageOrgPager)
        4    0.000    0.000    0.000    0.000 colors.py:236(_has_alpha_channel)
        1    0.000    0.000    0.000    0.000 scale.py:493(AsinhScale)
        1    0.000    0.000    0.000    0.000 colorizer.py:631(ColorizingArtist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1010(Node)
        1    0.000    0.000    0.000    0.000 figure.py:70(_AxesStack)
        1    0.000    0.000    0.000    0.000 transpose.py:5(Transpose)
        1    0.000    0.000    0.000    0.000 special.py:213(OneMatrix)
        1    0.000    0.000    0.000    0.000 line.py:1578(Segment)
        1    0.000    0.000    0.000    0.000 series.py:1289(LineOver1DRangeSeries)
        1    0.000    0.000    0.000    0.000 glob.py:8(Translator)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        6    0.000    0.000    0.000    0.000 register.py:115(<genexpr>)
        1    0.000    0.000    0.000    0.000 _classical_resource_map.py:24(VariableMapper)
        1    0.000    0.000    0.000    0.000 rx.py:29(RXGate)
        1    0.000    0.000    0.000    0.000 default_qubits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:63(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 socketserver.py:392(TCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:852(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 padding.py:32(PSS)
        1    0.000    0.000    0.000    0.000 api_jwt.py:30(__init__)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:3837(PricingSet)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:6239(RuleActionControls)
        1    0.000    0.000    0.000    0.000 iam_policy_management_v1.py:7727(ControlResponseControl)
        1    0.000    0.000    0.000    0.000 open_service_broker_v1.py:1142(Resp2448145Root)
        1    0.000    0.000    0.000    0.000 version.py:11(version_short)
        3    0.000    0.000    0.000    0.000 types.py:1286(__hash__)
        1    0.000    0.000    0.000    0.000 trainable_fidelity_statevector_kernel.py:29(TrainableFidelityStatevectorKernel)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:156(ChunkStream)
        9    0.000    0.000    0.000    0.000 core.py:1543(<genexpr>)
        1    0.000    0.000    0.000    0.000 layout_engine.py:132(TightLayoutEngine)
        1    0.000    0.000    0.000    0.000 image.py:1363(BboxImage)
        1    0.000    0.000    0.000    0.000 polyoptions.py:659(Include)
        1    0.000    0.000    0.000    0.000 factorials.py:664(FallingFactorial)
        1    0.000    0.000    0.000    0.000 matexpr.py:666(MatrixSymbol)
        1    0.000    0.000    0.000    0.000 solvers.py:23(RawMatrix)
        1    0.000    0.000    0.000    0.000 tensor.py:4638(_WildTensExpr)
        1    0.000    0.000    0.000    0.000 plugin.py:29(IBMTranslationPlugin)
       14    0.000    0.000    0.000    0.000 wrapper.py:106(__new__)
        1    0.000    0.000    0.000    0.000 base_primitive.py:50(_get_mode_service_backend)
       12    0.000    0.000    0.000    0.000 matexpr.py:21(_sympifyit)
        3    0.000    0.000    0.000    0.000 _pyio.py:1767(readable)
       15    0.000    0.000    0.000    0.000 _generate_schema.py:2583(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(keys)
        1    0.000    0.000    0.000    0.000 enum.py:1269(__repr__)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 __init__.py:899(PathDistribution)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 subprocess.py:169(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 break_loop.py:21(BreakLoopOp)
        1    0.000    0.000    0.000    0.000 expr.py:48(Expr)
        1    0.000    0.000    0.000    0.000 backendproperties.py:27(Nduv)
        1    0.000    0.000    0.000    0.000 postprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 statevector_estimator.py:31(StatevectorEstimator)
        1    0.000    0.000    0.000    0.000 qpd_gate.py:147(SingleQubitQPDGate)
        1    0.000    0.000    0.000    0.000 base_estimator.py:42(BaseEstimatorV1)
        1    0.000    0.000    0.000    0.000 cutting_actions.py:114(ActionCutTwoQubitGate)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:214(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _kerberos.py:893(KrbApReq)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:5809(Filters)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:6926(ObjectAccess)
        1    0.000    0.000    0.000    0.000 enterprise_billing_units_v1.py:1258(BillingOptionsPager)
        1    0.000    0.000    0.000    0.000 enterprise_management_v1.py:2327(AccountsPager)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:3909(Provider)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:3790(Conditions)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:4408(GroupActionControls)
        1    0.000    0.000    0.000    0.000 usage_reports_v4.py:5093(GetReportsSnapshotPager)
        1    0.000    0.000    0.000    0.000 usage_metering_v4.py:336(ResourceUsageDetails)
        1    0.000    0.000    0.000    0.000 user_management_v1.py:1203(Attribute)
        1    0.000    0.000    0.000    0.000 usage_reports_v4.py:2288(OfferCredits)
        1    0.000    0.000    0.000    0.000 errors.py:95(PydanticUndefinedAnnotation)
        1    0.000    0.000    0.000    0.000 exporter.py:1268(_ExprBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:1058(LatexWalker)
        1    0.000    0.000    0.000    0.000 enumerative.py:370(MultisetPartitionTraverser)
        1    0.000    0.000    0.000    0.000 binrel.py:135(AppliedBinaryRelation)
        1    0.000    0.000    0.000    0.000 modules.py:44(Module)
        1    0.000    0.000    0.000    0.000 ideals.py:282(ModuleImplementedIdeal)
        1    0.000    0.000    0.000    0.000 trace.py:11(Trace)
        1    0.000    0.000    0.000    0.000 formal.py:964(Coeff)
        1    0.000    0.000    0.000    0.000 gammasimp.py:467(_rf)
        1    0.000    0.000    0.000    0.000 tensor.py:790(_TensorManager)
        1    0.000    0.000    0.000    0.000 parameter_manager.py:127(ParameterSetter)
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        9    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 cookies.py:444(BaseCookie)
        1    0.000    0.000    0.000    0.000 _credssp_structures.py:540(TSRemoteGuardPackageCred)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:4361(AccumulatedFiltersCatalogFiltersItem)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:1550(Bullets)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:3689(Price)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:3997(SLAMetaData)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:9372(ProfileClaimRuleConditions)
        1    0.000    0.000    0.000    0.000 resource_controller_v2.py:4711(ResourceBindingsPager)
        1    0.000    0.000    0.000    0.000 iam_policy_management_v1.py:7790(ControlResponseControlWithEnrichedRoles)
        1    0.000    0.000    0.000    0.000 usage_reports_v4.py:2166(Offer)
        1    0.000    0.000    0.000    0.000 _svdp.py:50(_AProd)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1100(single_shot)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 singleton.py:8(SingletonRegistry)
        1    0.000    0.000    0.000    0.000 hyper.py:1087(HyperRep_cosasin)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:394(zeta)
        1    0.000    0.000    0.000    0.000 dfm.py:18(DFM_dummy)
        1    0.000    0.000    0.000    0.000 special.py:68(GenericZeroMatrix)
        1    0.000    0.000    0.000    0.000 plotgrid.py:16(PlotGrid)
        1    0.000    0.000    0.000    0.000 named_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:1800(FunctionDefinition)
        1    0.000    0.000    0.000    0.000 request.py:55(make_headers)
        4    0.000    0.000    0.000    0.000 thread.py:48(__init__)
        8    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       12    0.000    0.000    0.000    0.000 inverselaplace.py:17(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:1353(disable)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:3075(_max_dispatcher)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 deprecate_pulse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 continue_loop.py:36(ContinueLoopPlaceholder)
        3    0.000    0.000    0.000    0.000 delay.py:65(duration)
        1    0.000    0.000    0.000    0.000 diagonal.py:55(DiagonalGate)
        1    0.000    0.000    0.000    0.000 custom_iterator.py:20(CustomIterator)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 alignments.py:96(__init__)
       11    0.000    0.000    0.000    0.000 _testutils.py:86(__init__)
        1    0.000    0.000    0.000    0.000 rg_qft_multiplier.py:25(RGQFTMultiplier)
        1    0.000    0.000    0.000    0.000 qpd_gate.py:103(TwoQubitQPDGate)
        1    0.000    0.000    0.000    0.000 extensions.py:2395(Admissions)
        1    0.000    0.000    0.000    0.000 ssh.py:1176(SSHCertificateBuilder)
        1    0.000    0.000    0.000    0.000 extensions.py:824(CertificatePolicies)
        1    0.000    0.000    0.000    0.000 utils.py:494(RefreshQueue)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:5207(CategoryFilter)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:5688(Feature)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:6205(InstallStatusMetadata)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:5074(VisibilityDetailAccounts)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:5016(VisibilityDetail)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:2585(DRMetaData)
        1    0.000    0.000    0.000    0.000 global_catalog_v1.py:2918(Image)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:7077(ActionControlsPolicies)
        1    0.000    0.000    0.000    0.000 iam_policy_management_v1.py:3047(Control)
        1    0.000    0.000    0.000    0.000 iam_policy_management_v1.py:6022(RoleAction)
        1    0.000    0.000    0.000    0.000 resource_controller_v2.py:4622(ResourceKeysPager)
        1    0.000    0.000    0.000    0.000 open_service_broker_v1.py:1317(Context)
        1    0.000    0.000    0.000    0.000 open_service_broker_v1.py:905(Resp2079874Root)
        1    0.000    0.000    0.000    0.000 open_service_broker_v1.py:1069(Resp2079894Root)
        1    0.000    0.000    0.000    0.000 argparse.py:1350(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 core.py:6529(mvoid)
        1    0.000    0.000    0.000    0.000 fields.py:992(ComputedFieldInfo)
        1    0.000    0.000    0.000    0.000 noise_learner_result.py:379(NoiseLearnerResult)
        1    0.000    0.000    0.000    0.000 stylesheet.py:155(IQXDebugging)
        1    0.000    0.000    0.000    0.000 backend_tools.py:162(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:221(Fonts)
        1    0.000    0.000    0.000    0.000 dviread.py:65(Text)
        1    0.000    0.000    0.000    0.000 image.py:809(AxesImage)
        1    0.000    0.000    0.000    0.000 cnf.py:15(Literal)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:244(GaussianDomain)
        1    0.000    0.000    0.000    0.000 complexes.py:801(conjugate)
        1    0.000    0.000    0.000    0.000 hyper.py:1109(HyperRep_sinasin)
        1    0.000    0.000    0.000    0.000 fancysets.py:24(Rationals)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:13(elliptic_k)
